timestamp_15mins,Threshold (TRSH),Latitudes,Longitudes
2022-09-01 08:45:00+00:00,67.27701170389074,32.33785,-93.283966
2022-09-01 09:00:00+00:00,67.21383877587984,32.249004,-93.089874
2022-09-01 09:15:00+00:00,67.1680425447327,32.141464,-93.01218
2022-09-01 09:30:00+00:00,67.1740119610238,32.19545,-93.0211
2022-09-01 09:45:00+00:00,67.222104301405,32.09535,-92.769905
2022-09-01 10:00:00+00:00,67.28040944510215,31.961142,-92.38353
2022-09-01 10:15:00+00:00,67.31598621810754,31.730003,-92.23994
2022-09-01 10:30:00+00:00,67.32744494229487,31.572985,-91.92035
2022-09-01 10:45:00+00:00,67.31276433820982,31.490326,-91.762184
2022-09-01 11:00:00+00:00,67.28811591459095,31.488373,-91.66615
2022-09-01 11:15:00+00:00,67.37726906585294,31.453072,-91.51816
2022-09-01 11:30:00+00:00,67.3287667834829,31.36592,-91.28027
2022-09-01 11:45:00+00:00,67.29546891355207,31.375244,-91.19332
2022-09-01 12:00:00+00:00,67.29064856219786,31.292576,-90.9418
2022-09-01 12:15:00+00:00,67.36152957426809,31.200958,-90.592674
2022-09-01 12:30:00+00:00,67.37866244027191,31.104248,-90.53806
2022-09-01 12:45:00+00:00,67.40788026352777,31.087067,-90.31501
2022-09-01 13:00:00+00:00,67.44853176881085,31.030266,-90.31622
2022-09-01 13:15:00+00:00,67.45316256458192,30.991781,-89.938774
2022-09-01 13:30:00+00:00,67.45884019160387,30.9027,-89.55511
2022-09-01 13:45:00+00:00,67.57690625617381,31.011627,-89.40816
2022-09-01 14:00:00+00:00,67.70879553143034,30.977072,-89.19752
2022-09-01 14:15:00+00:00,67.66178106526331,31.00568,-89.104195
2022-09-01 14:30:00+00:00,67.74380274416598,31.029575,-88.95009
2022-09-01 14:45:00+00:00,67.82060319448026,31.105743,-88.71762
2022-09-01 15:00:00+00:00,67.79473562884858,30.97038,-88.54104
2022-09-01 15:15:00+00:00,67.79597518180907,30.891842,-88.21234
2022-09-01 15:30:00+00:00,67.82083877509896,30.78778,-87.74595
2022-09-01 15:45:00+00:00,67.82848803143231,30.647179,-87.296234
2022-09-01 16:00:00+00:00,67.8179257906807,30.459415,-86.86145
2022-09-01 16:15:00+00:00,67.8892523450525,30.53857,-86.50545
2022-09-01 16:30:00+00:00,67.90871964655157,30.608368,-86.16616
2022-09-01 16:45:00+00:00,67.95790995358233,30.649204,-85.89952
2022-09-01 17:00:00+00:00,67.94331361536923,30.737906,-85.83867
2022-09-01 17:15:00+00:00,68.04763563622724,30.91241,-85.856094
2022-09-01 17:30:00+00:00,68.16804625582108,31.028446,-85.9616
2022-09-01 17:45:00+00:00,68.20911484757634,31.252022,-86.40655
2022-09-01 18:00:00+00:00,68.22345855289622,31.440132,-86.81463
2022-09-01 18:15:00+00:00,68.2688244761635,31.567772,-87.24999
2022-09-01 18:30:00+00:00,68.34987243011871,31.603306,-87.55418
2022-09-01 18:45:00+00:00,68.41775774081593,31.570412,-87.9571
2022-09-01 19:00:00+00:00,68.51628709360878,31.596016,-88.32369
2022-09-01 19:15:00+00:00,68.64003207559702,31.597954,-88.77737
2022-09-01 19:30:00+00:00,68.71312564597778,31.615349,-89.13025
2022-09-01 19:45:00+00:00,68.77140442764734,31.592913,-89.37316
2022-09-01 20:00:00+00:00,68.84960208717105,31.610023,-89.4049
2022-09-01 20:15:00+00:00,68.93414153113885,31.606358,-89.44356
2022-09-01 20:30:00+00:00,69.01918927782721,31.605865,-89.48252
2022-09-01 20:45:00+00:00,69.07267694691956,31.627455,-89.56241
2022-09-01 21:00:00+00:00,69.11470171538525,31.591959,-89.573395
2022-09-01 21:15:00+00:00,69.11763251684164,31.554325,-89.538284
2022-09-01 21:30:00+00:00,69.14677409838757,31.487719,-89.57295
2022-09-01 21:45:00+00:00,69.13708427829373,31.455431,-89.63626
2022-09-01 22:00:00+00:00,69.13541545714803,31.41393,-89.68819
2022-09-01 22:15:00+00:00,69.10960776874943,31.367989,-89.84512
2022-09-01 22:30:00+00:00,69.08071634295933,31.351963,-90.0395
2022-09-01 22:45:00+00:00,69.03034106074362,31.404005,-90.34629
2022-09-01 23:00:00+00:00,68.97764719537815,31.458609,-90.6824
2022-09-01 23:15:00+00:00,68.959336927088,31.509216,-90.92379
2022-09-01 23:30:00+00:00,68.91947158754597,31.570818,-91.20961
2022-09-01 23:45:00+00:00,68.90832556119749,31.668545,-91.487854
2022-09-02 00:00:00+00:00,68.86717264419529,31.715225,-91.58351
