airport_id,data_header,src_addr,datis_time,start_time,weather_report,departure_runways,arrival_runways,timestamp_source_received,timestamp_source_processed,invalid_departure_runways,invalid_arrival_runways,departure_runway_string,arrival_runway_string,airport_configuration_name,file_type
KATL,AD ATL /OS DT0752,ATLATXA,2022-09-01 07:56:00,2022-09-01 07:56:00, 31003KT 10SM FEW049 22/17 A3001 (THREE ZERO ZERO ONE),"26L, 27R","26R, 27R",2022-09-01 07:56:17,2022-09-01 07:56:17,,,"SIMUL DEPS, DEPG RWYS, 26L, 27R. XPECT INITIAL HEADING DEPTG RWY 26L, XPECT INITIAL HEADING DEPTG RWY 27R. GROUND CONTROL WILL ASSIGN RUNWAY WITH TAXI INSTRUCTIONS.","VISUAL APPROACH RWY 26R, VISUAL APPROACH RWY 27R.",D_26L_27R_A_26R_27R,configs
KATL,AD ATL /OS DU0752,ATLATXA,2022-09-01 08:15:00,2022-09-01 08:15:00, 31003KT 10SM FEW049 22/17 A3001 (THREE ZERO ZERO ONE),"26L, 27R","26R, 27R",2022-09-01 08:15:53,2022-09-01 08:15:53,,,"SIMUL DEPS, DEPG RWYS, 26L, 27R. XPECT INITIAL HEADING DEPTG RWY 26L, XPECT INITIAL HEADING DEPTG RWY 27R. GROUND CONTROL WILL ASSIGN RUNWAY WITH TAXI INSTRUCTIONS.","VISUAL APPROACH RWY 26R, VISUAL APPROACH RWY 27R.",D_26L_27R_A_26R_27R,configs
KATL,AD ATL /OS DV0852,ATLATXA,2022-09-01 09:08:00,2022-09-01 09:08:00, 32004KT 10SM FEW050 21/17 A3001 (THREE ZERO ZERO ONE),"26L, 27R","26R, 27R",2022-09-01 09:08:44,2022-09-01 09:08:44,,,"SIMUL DEPS, DEPG RWYS, 26L, 27R. XPECT INITIAL HEADING DEPTG RWY 26L, XPECT INITIAL HEADING DEPTG RWY 27R. GROUND CONTROL WILL ASSIGN RUNWAY WITH TAXI INSTRUCTIONS.","VISUAL APPROACH RWY 26R, VISUAL APPROACH RWY 27R.",D_26L_27R_A_26R_27R,configs
KATL,AD ATL /OS DW0852,ATLATXA,2022-09-01 09:38:00,2022-09-01 09:38:00, 32004KT 10SM FEW050 21/17 A3001 (THREE ZERO ZERO ONE),"26L, 27R","26R, 27R",2022-09-01 09:38:21,2022-09-01 09:38:21,,,"SIMUL DEPS, DEPG RWYS, 26L, 27R. XPECT INITIAL HEADING DEPTG RWY 26L, XPECT INITIAL HEADING DEPTG RWY 27R. GROUND CONTROL WILL ASSIGN RUNWAY WITH TAXI INSTRUCTIONS.","VISUAL APPROACH RWY 26R, VISUAL APPROACH RWY 27R.",D_26L_27R_A_26R_27R,configs
KATL,AD ATL /OS DX0852,ATLATXA,2022-09-01 09:43:00,2022-09-01 09:43:00, 32004KT 10SM FEW050 21/17 A3001 (THREE ZERO ZERO ONE),"26L, 27R","26R, 27L, 28",2022-09-01 09:43:51,2022-09-01 09:43:51,,,"SIMUL DEPS, DEPG RWYS, 26L, 27R. XPECT INITIAL HEADING DEPTG RWY 26L, XPECT INITIAL HEADING DEPTG RWY 27R. GROUND CONTROL WILL ASSIGN RUNWAY WITH TAXI INSTRUCTIONS.","VISUAL APPROACH RWY 26R, VISUAL APPROACH RWY 27L, VISUAL APPROACH RWY 28.",D_26L_27R_A_26R_27L_28,configs
KATL,AD ATL /OS DY0952,ATLATXA,2022-09-01 09:54:00,2022-09-01 09:54:00, 01006KT 10SM CLR 22/16 A3001 (THREE ZERO ZERO ONE),"26L, 27R","26R, 27L, 28",2022-09-01 09:54:52,2022-09-01 09:54:52,,,"SIMUL DEPS, DEPG RWYS, 26L, 27R. XPECT INITIAL HEADING DEPTG RWY 26L, XPECT INITIAL HEADING DEPTG RWY 27R. GROUND CONTROL WILL ASSIGN RUNWAY WITH TAXI INSTRUCTIONS.","VISUAL APPROACH RWY 26R, VISUAL APPROACH RWY 27L, VISUAL APPROACH RWY 28.",D_26L_27R_A_26R_27L_28,configs
KATL,AD ATL /OS DZ0952,ATLATXA,2022-09-01 10:03:00,2022-09-01 10:03:00, 01006KT 10SM CLR 22/16 A3001 (THREE ZERO ZERO ONE),"26L, 27R","26R, 27L, 28",2022-09-01 10:03:39,2022-09-01 10:03:39,,,"SIMUL DEPS, DEPG RWYS, 26L, 27R. XPECT INITIAL HEADING DEPTG RWY 26L, XPECT INITIAL HEADING DEPTG RWY 27R. GROUND CONTROL WILL ASSIGN RUNWAY WITH TAXI INSTRUCTIONS.","VISUAL APPROACH RWY 26R, VISUAL APPROACH RWY 27L, VISUAL APPROACH RWY 28.",D_26L_27R_A_26R_27L_28,configs
KATL,AD ATL /OS DN0952,ATLATXA,2022-09-01 10:18:00,2022-09-01 10:18:00, 01006KT 10SM CLR 22/16 A3001 (THREE ZERO ZERO ONE),"8R, 9L","10, 8L, 9R",2022-09-01 10:18:30,2022-09-01 10:18:30,2.0,,"SIMUL DEPS, DEPG RWYS, 8R, 9L. XPECT INTIAL HEADING DEPTG RWY 8R, XPECT INTIAL HEADING DEPTG RWY 9L. RWY 9L DEPS, EXPECT INTERSECTION DEPARTURE FROM TWY MIKE TWO. GROUND CONTROL WILL ASSIGN RUNWAY WITH TAXI INSTRUCTIONS.","SIMULTANEOUS APCHS IN USE VIS 8L, VIS 9R, VIS 10.",D_8R_9L_A_10_8L_9R,configs
KATL,AD ATL /OS DO1052,ATLATXA,2022-09-01 10:55:00,2022-09-01 10:55:00, 35005KT 10SM FEW055 FEW080 21/16 A3002 (THREE ZERO ZERO TWO) RMK AO2 SLP155 ACC DSNT E AND S,"8R, 9L","10, 8L, 9R",2022-09-01 10:55:26,2022-09-01 10:55:26,2.0,,"SIMUL DEPS, DEPG RWYS, 8R, 9L. XPECT RNAV OFF THE GROUND DEPTG RWY 8R, XPECT RNAV OFF THE GROUND DEPTG RWY 9L. RWY 9L DEPS, EXPECT INTERSECTION DEPARTURE FROM TWY MIKE TWO. GROUND CONTROL WILL ASSIGN RUNWAY WITH TAXI INSTRUCTIONS.","SIMULTANEOUS APCHS IN USE VIS 8L, VIS 9R, VIS 10.",D_8R_9L_A_10_8L_9R,configs
KATL,AD ATL /OS DP1052,ATLATXA,2022-09-01 11:48:00,2022-09-01 11:48:00, 35005KT 10SM FEW055 FEW080 21/16 A3002 (THREE ZERO ZERO TWO) RMK AO2 SLP155 ACC DSNT E AND S,"8R, 9L","10, 8L, 9R",2022-09-01 11:48:13,2022-09-01 11:48:13,2.0,,"SIMUL DEPS, DEPG RWYS, 8R, 9L. XPECT RNAV OFF THE GROUND DEPTG RWY 8R, XPECT RNAV OFF THE GROUND DEPTG RWY 9L. RWY 9L DEPS, EXPECT INTERSECTION DEPARTURE FROM TWY MIKE TWO. GROUND CONTROL WILL ASSIGN RUNWAY WITH TAXI INSTRUCTIONS.","SIMULTANEOUS APCHS IN USE VIS 8L, VIS 9R, VIS 10.",D_8R_9L_A_10_8L_9R,configs
KATL,AD ATL /OS DQ1152,ATLATXA,2022-09-01 11:58:00,2022-09-01 11:58:00, 04005KT 10SM FEW055 FEW080 FEW250 23/16 A3003 (THREE ZERO ZERO THREE) RMK AO2 SLP160 ACC DSNT E AND S 10233 20206 53009,"8R, 9L","10, 8L, 9R",2022-09-01 11:58:11,2022-09-01 11:58:11,2.0,,"SIMUL DEPS, DEPG RWYS, 8R, 9L. XPECT RNAV OFF THE GROUND DEPTG RWY 8R, XPECT RNAV OFF THE GROUND DEPTG RWY 9L. RWY 9L DEPS, EXPECT INTERSECTION DEPARTURE FROM TWY MIKE TWO. GROUND CONTROL WILL ASSIGN RUNWAY WITH TAXI INSTRUCTIONS.","SIMULTANEOUS APCHS IN USE VIS 8L, VIS 9R, VIS 10.",D_8R_9L_A_10_8L_9R,configs
KATL,AD ATL /OS DR1152,ATLATXA,2022-09-01 12:15:00,2022-09-01 12:15:00, 04005KT 10SM FEW055 FEW080 FEW250 23/16 A3003 (THREE ZERO ZERO THREE),"8R, 9L","10, 8L, 9R",2022-09-01 12:15:47,2022-09-01 12:15:47,2.0,,"SIMUL DEPS, DEPG RWYS, 8R, 9L. XPECT RNAV OFF THE GROUND DEPTG RWY 8R, XPECT RNAV OFF THE GROUND DEPTG RWY 9L. RWY 9L DEPS, EXPECT INTERSECTION DEPARTURE FROM TWY MIKE TWO. GROUND CONTROL WILL ASSIGN RUNWAY WITH TAXI INSTRUCTIONS.","SIMULTANEOUS APCHS IN USE VIS 8L, VIS 9R, VIS 10.",D_8R_9L_A_10_8L_9R,configs
KATL,AD ATL /OS DS1252,ATLATXA,2022-09-01 12:53:00,2022-09-01 12:53:00, 08008KT 10SM FEW065 FEW250 24/17 A3004 (THREE ZERO ZERO FOUR),"8R, 9L","10, 8L, 9R",2022-09-01 12:53:12,2022-09-01 12:53:12,2.0,,"SIMUL DEPS, DEPG RWYS, 8R, 9L. XPECT RNAV OFF THE GROUND DEPTG RWY 8R, XPECT RNAV OFF THE GROUND DEPTG RWY 9L. RWY 9L DEPS, EXPECT INTERSECTION DEPARTURE FROM TWY MIKE TWO. GROUND CONTROL WILL ASSIGN RUNWAY WITH TAXI INSTRUCTIONS.","SIMULTANEOUS APCHS IN USE VIS 8L, VIS 9R, VIS 10.",D_8R_9L_A_10_8L_9R,configs
KATL,AD ATL /OS DT1352,ATLATXA,2022-09-01 13:52:00,2022-09-01 13:52:00, 08007KT 10SM FEW070 26/18 A3005 (THREE ZERO ZERO FIVE),"8R, 9L","10, 8L, 9R",2022-09-01 13:52:57,2022-09-01 13:52:57,2.0,,"SIMUL DEPS, DEPG RWYS, 8R, 9L. XPECT RNAV OFF THE GROUND DEPTG RWY 8R, XPECT RNAV OFF THE GROUND DEPTG RWY 9L. RWY 9L DEPS, EXPECT INTERSECTION DEPARTURE FROM TWY MIKE TWO. GROUND CONTROL WILL ASSIGN RUNWAY WITH TAXI INSTRUCTIONS.","SIMULTANEOUS APCHS IN USE VIS 8L, VIS 9R, VIS 10.",D_8R_9L_A_10_8L_9R,configs
KATL,AD ATL /OS DU1452,ATLATXA,2022-09-01 14:54:00,2022-09-01 14:54:00, 12004KT 10SM FEW003 FEW075 FEW250 28/19 A3007 (THREE ZERO ZERO SEVEN) RMK AO2 SLP170 FU FEW003 53010,"8R, 9L","10, 8L, 9R",2022-09-01 14:54:27,2022-09-01 14:54:27,2.0,,"SIMUL DEPS, DEPG RWYS, 8R, 9L. XPECT RNAV OFF THE GROUND DEPTG RWY 8R, XPECT RNAV OFF THE GROUND DEPTG RWY 9L. RWY 9L DEPS, EXPECT INTERSECTION DEPARTURE FROM TWY MIKE TWO. GROUND CONTROL WILL ASSIGN RUNWAY WITH TAXI INSTRUCTIONS.","SIMULTANEOUS APCHS IN USE VIS 8L, VIS 9R, VIS 10.",D_8R_9L_A_10_8L_9R,configs
KATL,AD ATL /OS DV1552,ATLATXA,2022-09-01 15:53:00,2022-09-01 15:53:00, 15008KT 10SM FEW040 FEW080 FEW250 30/19 A3007 (THREE ZERO ZERO SEVEN) RMK AO2 SLP171,"8R, 9L","10, 8L, 9R",2022-09-01 15:53:03,2022-09-01 15:53:03,2.0,,"SIMUL DEPS, DEPG RWYS, 8R, 9L. XPECT RNAV OFF THE GROUND DEPTG RWY 8R, XPECT RNAV OFF THE GROUND DEPTG RWY 9L. RWY 9L DEPS, EXPECT INTERSECTION DEPARTURE FROM TWY MIKE TWO. GROUND CONTROL WILL ASSIGN RUNWAY WITH TAXI INSTRUCTIONS.","SIMULTANEOUS APCHS IN USE VIS 8L, VIS 9R, VIS 10.",D_8R_9L_A_10_8L_9R,configs
KATL,AD ATL /OS DW1652,ATLATXA,2022-09-01 16:53:00,2022-09-01 16:53:00, 08007KT 10SM FEW046 SCT080 SCT250 31/21 A3006 (THREE ZERO ZERO SIX),"8R, 9L","10, 8L, 9R",2022-09-01 16:53:25,2022-09-01 16:53:25,2.0,,"SIMUL DEPS, DEPG RWYS, 8R, 9L. XPECT RNAV OFF THE GROUND DEPTG RWY 8R, XPECT RNAV OFF THE GROUND DEPTG RWY 9L. RWY 9L DEPS, EXPECT INTERSECTION DEPARTURE FROM TWY MIKE TWO. GROUND CONTROL WILL ASSIGN RUNWAY WITH TAXI INSTRUCTIONS.","SIMULTANEOUS APCHS IN USE VIS 8L, VIS 9R, VIS 10.",D_8R_9L_A_10_8L_9R,configs
KATL,AD ATL /OS DX1752,ATLATXA,2022-09-01 17:53:00,2022-09-01 17:53:00, VRB03KT 10SM SCT050 BKN080 BKN250 32/19 A3004 (THREE ZERO ZERO FOUR),"8R, 9L","10, 8L, 9R",2022-09-01 17:53:45,2022-09-01 17:53:45,2.0,,"SIMUL DEPS, DEPG RWYS, 8R, 9L. XPECT RNAV OFF THE GROUND DEPTG RWY 8R, XPECT RNAV OFF THE GROUND DEPTG RWY 9L. RWY 9L DEPS, EXPECT INTERSECTION DEPARTURE FROM TWY MIKE TWO. GROUND CONTROL WILL ASSIGN RUNWAY WITH TAXI INSTRUCTIONS.","SIMULTANEOUS APCHS IN USE VIS 8L, ILS 9R, VIS 10.",D_8R_9L_A_10_8L_9R,configs
KATL,AD ATL /OS DN1852,ATLATXA,2022-09-01 18:53:00,2022-09-01 18:53:00, 00000KT 10SM SCT055 SCT080 SCT250 32/19 A3001 (THREE ZERO ZERO ONE) RMK AO2 SLP152 CB DSNT SE TCU DSNT NE-SE MDT CU ALQDS,"8R, 9L","10, 8L, 9R",2022-09-01 18:53:11,2022-09-01 18:53:11,2.0,,"SIMUL DEPS, DEPG RWYS, 8R, 9L. XPECT RNAV OFF THE GROUND DEPTG RWY 8R, XPECT RNAV OFF THE GROUND DEPTG RWY 9L. RWY 9L DEPS, EXPECT INTERSECTION DEPARTURE FROM TWY MIKE TWO. GROUND CONTROL WILL ASSIGN RUNWAY WITH TAXI INSTRUCTIONS.","SIMULTANEOUS APCHS IN USE VIS 8L, ILS 9R, VIS 10.",D_8R_9L_A_10_8L_9R,configs
KATL,AD ATL /OS DO1952,ATLATXA,2022-09-01 19:53:00,2022-09-01 19:53:00, 16005KT 10SM SCT055 SCT080 SCT200 32/19 A2999 (TWO NINER NINER NINER) RMK AO2 SLP144 CB DSNT SE TCU DSNT NE SE MDT CU ALQDS,"8R, 9L","10, 8L, 9R",2022-09-01 19:53:19,2022-09-01 19:53:19,2.0,,"SIMUL DEPS, DEPG RWYS, 8R, 9L. XPECT RNAV OFF THE GROUND DEPTG RWY 8R, XPECT RNAV OFF THE GROUND DEPTG RWY 9L. RWY 9L DEPS, EXPECT INTERSECTION DEPARTURE FROM TWY MIKE TWO. GROUND CONTROL WILL ASSIGN RUNWAY WITH TAXI INSTRUCTIONS.","SIMULTANEOUS APCHS IN USE VIS 8L, ILS 9R, VIS 10.",D_8R_9L_A_10_8L_9R,configs
KATL,AD ATL /OS DP2052,ATLATXA,2022-09-01 20:52:00,2022-09-01 20:52:00, 21005KT 10SM FEW055TCU SCT080 SCT200 32/19 A2999 (TWO NINER NINER NINER) RMK AO2 SLP145 CB DSNT SE-S TCU N SE S DSNT SE NW 55017,"8R, 9L","10, 8L, 9R",2022-09-01 20:52:51,2022-09-01 20:52:51,2.0,,"SIMUL DEPS, DEPG RWYS, 8R, 9L. XPECT RNAV OFF THE GROUND DEPTG RWY 8R, XPECT RNAV OFF THE GROUND DEPTG RWY 9L. RWY 9L DEPS, EXPECT INTERSECTION DEPARTURE FROM TWY MIKE TWO. GROUND CONTROL WILL ASSIGN RUNWAY WITH TAXI INSTRUCTIONS.","SIMULTANEOUS APCHS IN USE VIS 8L, ILS 9R, VIS 10.",D_8R_9L_A_10_8L_9R,configs
KATL,AD ATL /OS DQ2152,ATLATXA,2022-09-01 21:54:00,2022-09-01 21:54:00, 19005KT 10SM SCT055TCU SCT080 BKN200 32/20 A2998 (TWO NINER NINER EIGHT) RMK AO2 SLP142 CB DSNT E-SE TCU OHD-NW,"8R, 9L","10, 8L, 9R",2022-09-01 21:54:45,2022-09-01 21:54:45,2.0,,"SIMUL DEPS, DEPG RWYS, 8R, 9L. XPECT RNAV OFF THE GROUND DEPTG RWY 8R, XPECT RNAV OFF THE GROUND DEPTG RWY 9L. RWY 9L DEPS, EXPECT INTERSECTION DEPARTURE FROM TWY MIKE TWO. GROUND CONTROL WILL ASSIGN RUNWAY WITH TAXI INSTRUCTIONS.","SIMULTANEOUS APCHS IN USE VIS 8L, ILS 9R, VIS 10.",D_8R_9L_A_10_8L_9R,configs
KATL,AD ATL /OS DR2252,ATLATXA,2022-09-01 22:53:00,2022-09-01 22:53:00, 10006KT 10SM FEW048TCU SCT070 SCT200 31/21 A2998 (TWO NINER NINER EIGHT) RMK TCU W-NW,"8R, 9L","10, 8L, 9R",2022-09-01 22:53:10,2022-09-01 22:53:10,2.0,,"SIMUL DEPS, DEPG RWYS, 8R, 9L. XPECT RNAV OFF THE GROUND DEPTG RWY 8R, XPECT RNAV OFF THE GROUND DEPTG RWY 9L. RWY 9L DEPS, EXPECT INTERSECTION DEPARTURE FROM TWY MIKE TWO. GROUND CONTROL WILL ASSIGN RUNWAY WITH TAXI INSTRUCTIONS.","SIMULTANEOUS APCHS IN USE VIS 8L, ILS 9R, VIS 10.",D_8R_9L_A_10_8L_9R,configs
KATL,AD ATL /OS DS2352,ATLATXA,2022-09-01 23:52:00,2022-09-01 23:52:00, 15007KT 10SM FEW048TCU FEW200 28/22 A2999 (TWO NINER NINER NINER) RMK AO2 SLP145 TCU W-NW DSNT S-SW 10328 20283 55001,"8R, 9L","10, 8L, 9R",2022-09-01 23:52:53,2022-09-01 23:52:53,2.0,,"SIMUL DEPS, DEPG RWYS, 8R, 9L. XPECT RNAV OFF THE GROUND DEPTG RWY 8R, XPECT RNAV OFF THE GROUND DEPTG RWY 9L. RWY 9L DEPS, EXPECT INTERSECTION DEPARTURE FROM TWY MIKE TWO. GROUND CONTROL WILL ASSIGN RUNWAY WITH TAXI INSTRUCTIONS.","SIMULTANEOUS APCHS IN USE ILS 8L, ILS 9R, VIS 10.",D_8R_9L_A_10_8L_9R,configs
